9315,9695,8607,9421,8275,9495,9218,8028,8946,8367,8692,8882,8697,8846,660
9303,9693,8601,9400,8264,9484,9225,8032,8938,8352,8666,8884,8673,8836,660
9287,9677,8595,9364,8251,9453,9224,8024,8933,8329,8652,8875,8656,8826,660
9286,9666,8583,9351,8258,9435,9213,8010,8917,8282,8642,8879,8637,8817,660
9278,9658,8574,9354,8264,9441,9212,8004,8906,8259,8621,8888,8616,8805,660
9247,9625,8558,9332,8236,9433,9219,7998,8907,8250,8587,8878,8577,8778,660
9226,9592,8538,9317,8214,9416,9216,7994,8906,8234,8563,8879,8547,8766,660
